Date,Open,High,Low,Close,Adj Close,Volume,OpenInt,Stock
2020-01-28,3255.350098,3285.780029,3253.219971,3276.23999,3276.23999,3526720000,0,SNP
2020-01-29,3289.459961,3293.469971,3271.889893,3273.399902,3273.399902,3584500000,0,SNP
2020-01-30,3256.449951,3285.909912,3242.800049,3283.659912,3283.659912,3787250000,0,SNP
2020-01-31,3282.330078,3282.330078,3214.679932,3225.52002,3225.52002,4527830000,0,SNP
2020-02-03,3235.659912,3268.439941,3235.659912,3248.919922,3248.919922,3757910000,0,SNP
2020-02-04,3280.610107,3306.919922,3280.610107,3297.590088,3297.590088,3995320000,0,SNP
2020-02-05,3324.909912,3337.580078,3313.75,3334.689941,3334.689941,4117730000,0,SNP
2020-02-06,3344.919922,3347.959961,3334.389893,3345.780029,3345.780029,3868370000,0,SNP
2020-02-07,3335.540039,3341.419922,3322.120117,3327.709961,3327.709961,3730650000,0,SNP
2020-02-10,3318.280029,3352.26001,3317.77002,3352.090088,3352.090088,3450350000,0,SNP
2020-02-11,3365.870117,3375.629883,3352.719971,3357.75,3357.75,3760550000,0,SNP
2020-02-12,3370.5,3381.469971,3369.719971,3379.449951,3379.449951,3926380000,0,SNP
2020-02-13,3365.899902,3385.090088,3360.52002,3373.939941,3373.939941,3498240000,0,SNP
2020-02-14,3378.080078,3380.689941,3366.149902,3380.159912,3380.159912,3398040000,0,SNP
2020-02-18,3369.040039,3375.01001,3355.610107,3370.290039,3370.290039,3746720000,0,SNP
2020-02-19,3380.389893,3393.52002,3378.830078,3386.149902,3386.149902,3600150000,0,SNP
2020-02-20,3380.449951,3389.149902,3341.02002,3373.22998,3373.22998,4007320000,0,SNP
2020-02-21,3360.5,3360.76001,3328.449951,3337.75,3337.75,3899270000,0,SNP
2020-02-24,3257.610107,3259.810059,3214.649902,3225.889893,3225.889893,4842960000,0,SNP
2020-02-25,3238.939941,3246.98999,3118.77002,3128.209961,3128.209961,5591510000,0,SNP
2020-02-26,3139.899902,3182.51001,3108.98999,3116.389893,3116.389893,5478110000,0,SNP
2020-02-27,3062.540039,3097.070068,2977.389893,2978.76001,2978.76001,7058840000,0,SNP
2020-02-28,2916.899902,2959.719971,2855.840088,2954.219971,2954.219971,8563850000,0,SNP
2020-03-02,2974.280029,3090.959961,2945.189941,3090.22998,3090.22998,6376400000,0,SNP
2020-03-03,3096.459961,3136.719971,2976.629883,3003.370117,3003.370117,6355940000,0,SNP
2020-03-04,3045.75,3130.969971,3034.379883,3130.120117,3130.120117,5035480000,0,SNP
2020-03-05,3075.699951,3083.040039,2999.830078,3023.939941,3023.939941,5575550000,0,SNP
2020-03-06,2954.199951,2985.929932,2901.540039,2972.370117,2972.370117,6552140000,0,SNP
2020-03-09,2863.889893,2863.889893,2734.429932,2746.560059,2746.560059,8423050000,0,SNP
2020-03-10,2813.47998,2882.590088,2734,2882.22998,2882.22998,7635960000,0,SNP
2020-03-11,2825.600098,2825.600098,2707.219971,2741.379883,2741.379883,7374110000,0,SNP
2020-03-12,2630.860107,2660.949951,2478.860107,2480.639893,2480.639893,8829380000,0,SNP
2020-03-13,2569.98999,2711.330078,2492.370117,2711.02002,2711.02002,8258670000,0,SNP
2020-03-16,2508.590088,2562.97998,2380.939941,2386.129883,2386.129883,7781540000,0,SNP
2020-03-17,2425.659912,2553.929932,2367.040039,2529.189941,2529.189941,8358500000,0,SNP
2020-03-18,2436.5,2453.570068,2280.52002,2398.100098,2398.100098,8755780000,0,SNP
2020-03-19,2393.47998,2466.969971,2319.780029,2409.389893,2409.389893,7946710000,0,SNP
2020-03-20,2431.939941,2453.01001,2295.560059,2304.919922,2304.919922,9044690000,0,SNP
2020-03-23,2290.709961,2300.72998,2191.860107,2237.399902,2237.399902,7402180000,0,SNP
2020-03-24,2344.439941,2449.709961,2344.439941,2447.330078,2447.330078,7547350000,0,SNP
2020-03-25,2457.77002,2571.419922,2407.530029,2475.560059,2475.560059,8285670000,0,SNP
2020-03-26,2501.290039,2637.01001,2500.719971,2630.070068,2630.070068,7753160000,0,SNP
2020-03-27,2555.870117,2615.909912,2520.02002,2541.469971,2541.469971,6194330000,0,SNP
2020-03-30,2558.97998,2631.800049,2545.280029,2626.649902,2626.649902,5746220000,0,SNP
2020-03-31,2614.689941,2641.389893,2571.149902,2584.590088,2584.590088,6568290000,0,SNP
2020-04-01,2498.080078,2522.75,2447.48999,2470.5,2470.5,5947900000,0,SNP
2020-04-02,2458.540039,2533.219971,2455.790039,2526.899902,2526.899902,6454990000,0,SNP
2020-04-03,2514.919922,2538.179932,2459.959961,2488.649902,2488.649902,6087190000,0,SNP
2020-04-06,2578.280029,2676.850098,2574.570068,2663.679932,2663.679932,6391860000,0,SNP
2020-04-07,2738.649902,2756.889893,2657.669922,2659.409912,2659.409912,7040720000,0,SNP
2020-04-08,2685,2760.75,2663.300049,2749.97998,2749.97998,5856370000,0,SNP
2020-04-09,2776.98999,2818.570068,2762.360107,2789.820068,2789.820068,7880140000,0,SNP
2020-04-13,2782.459961,2782.459961,2721.169922,2761.629883,2761.629883,5274310000,0,SNP
2020-04-14,2805.100098,2851.850098,2805.100098,2846.060059,2846.060059,5567400000,0,SNP
2020-04-15,2795.639893,2801.879883,2761.540039,2783.360107,2783.360107,3123468178,0,SNP
2020-01-28,12148.099609,12163.549805,12024.5,12055.799805,12055.799805,478500,0,NFT
2020-01-29,12114.900391,12169.599609,12103.799805,12129.5,12129.5,514400,0,NFT
2020-01-30,12147.75,12150.299805,12010.599609,12035.799805,12035.799805,538100,0,NFT
2020-01-31,12100.400391,12103.549805,11945.849609,11962.099609,11962.099609,771300,0,NFT
2020-02-03,11627.450195,11749.849609,11614.5,11707.900391,11707.900391,669800,0,NFT
2020-02-04,11786.25,11986.150391,11783.400391,11979.650391,11979.650391,560400,0,NFT
2020-02-05,12005.849609,12098.150391,11953.349609,12089.150391,12089.150391,758000,0,NFT
2020-02-06,12120,12160.599609,12084.650391,12137.950195,12137.950195,565100,0,NFT
2020-02-07,12151.150391,12154.700195,12073.950195,12098.349609,12098.349609,473500,0,NFT
2020-02-10,12102.349609,12103.549805,11990.75,12031.5,12031.5,524700,0,NFT
2020-02-11,12108.400391,12172.299805,12099,12107.900391,12107.900391,480000,0,NFT
2020-02-12,12151,12231.75,12144.299805,12201.200195,12201.200195,411700,0,NFT
2020-02-13,12219.549805,12225.650391,12139.799805,12174.650391,12174.650391,501200,0,NFT
2020-02-14,12190.150391,12246.700195,12091.200195,12113.450195,12113.450195,622800,0,NFT
2020-02-17,12131.799805,12159.599609,12037,12045.799805,12045.799805,0,0,NFT
2020-02-18,12028.25,12030.75,11908.049805,11992.5,11992.5,676900,0,NFT
2020-02-19,12090.599609,12134.700195,12042.099609,12125.900391,12125.900391,513600,0,NFT
2020-02-20,12119,12152,12071.450195,12080.849609,12080.849609,502600,0,NFT
2020-02-24,12012.549805,12012.549805,11813.400391,11829.400391,11829.400391,490800,0,NFT
2020-02-25,11877.5,11883.049805,11779.900391,11797.900391,11797.900391,461000,0,NFT
2020-02-26,11738.549805,11783.25,11639.599609,11678.5,11678.5,567600,0,NFT
2020-02-27,11661.25,11663.849609,11536.700195,11633.299805,11633.299805,608600,0,NFT
2020-02-28,11382,11384.799805,11175.049805,11201.75,11201.75,809900,0,NFT
2020-03-02,11387.349609,11433,11036.25,11132.75,11132.75,680800,0,NFT
2020-03-03,11217.549805,11342.25,11152.549805,11303.299805,11303.299805,696500,0,NFT
2020-03-04,11351.349609,11356.599609,11082.150391,11251,11251,797700,0,NFT
2020-03-05,11306.049805,11389.5,11244.599609,11269,11269,1352500,0,NFT
2020-03-06,10942.650391,11035.099609,10827.400391,10989.450195,10989.450195,1811000,0,NFT
2020-03-09,10742.049805,10751.549805,10294.450195,10451.450195,10451.450195,1565500,0,NFT
2020-03-11,10334.299805,10545.099609,10334,10458.400391,10458.400391,1218500,0,NFT
2020-03-12,10039.950195,10040.75,9508,9590.150391,9590.150391,1343500,0,NFT
2020-03-13,9107.599609,10159.400391,8555.150391,9955.200195,9955.200195,1388000,0,NFT
2020-03-16,9587.799805,9602.200195,9165.099609,9197.400391,9197.400391,897700,0,NFT
2020-03-17,9285.400391,9403.799805,8915.599609,8967.049805,8967.049805,935600,0,NFT
2020-03-18,9088.450195,9127.549805,8407.049805,8468.799805,8468.799805,1516600,0,NFT
2020-03-19,8063.299805,8575.450195,7832.549805,8263.450195,8263.450195,925700,0,NFT
2020-03-20,8284.450195,8883,8178.200195,8745.450195,8745.450195,1071500,0,NFT
2020-03-23,7945.700195,8159.25,7583.600098,7610.25,7610.25,653500,0,NFT
2020-03-24,7848.299805,8036.950195,7511.100098,7801.049805,7801.049805,738400,0,NFT
2020-03-25,7735.149902,8376.75,7714.75,8317.849609,8317.849609,736900,0,NFT
2020-03-26,8451,8749.049805,8304.900391,8641.450195,8641.450195,865600,0,NFT
2020-03-27,8949.099609,9038.900391,8522.900391,8660.25,8660.25,801500,0,NFT
2020-03-30,8385.950195,8576,8244,8281.099609,8281.099609,593300,0,NFT
2020-03-31,8529.349609,8678.299805,8358,8597.75,8597.75,712700,0,NFT
2020-04-01,8584.099609,8588.099609,8198.349609,8253.799805,8253.799805,506300,0,NFT
2020-04-03,8356.549805,8356.549805,8055.799805,8083.799805,8083.799805,697000,0,NFT
2020-04-07,8446.299805,8819.400391,8360.950195,8792.200195,8792.200195,814200,0,NFT
2020-04-08,8688.900391,9131.700195,8653.900391,8748.75,8748.75,896500,0,NFT
2020-04-09,8973.049805,9128.349609,8904.549805,9111.900391,9111.900391,742100,0,NFT
2020-04-13,9103.950195,9112.049805,8912.400391,8993.849609,8993.849609,644000,0,NFT
2020-04-15,9196.400391,9261.200195,8874.099609,8925.299805,8925.299805,0,0,NFT
2020-01-28,163.779999,165.759995,163.070007,165.460007,165.009308,24899900,0,MCR
2020-01-29,167.839996,168.75,165.690002,168.039993,167.58226,34754500,,MCR
2020-01-30,174.050003,174.050003,170.789993,172.779999,172.309357,51597500,,MCR
2020-01-31,172.210007,172.399994,169.580002,170.229996,169.766296,36142700,,MCR
2020-02-03,170.429993,174.5,170.399994,174.380005,173.904999,30149100,,MCR
2020-02-04,177.139999,180.639999,176.309998,180.119995,179.629364,36433300,,MCR
2020-02-05,184.029999,184.199997,178.410004,179.899994,179.409958,39186300,,MCR
2020-02-06,180.970001,183.820007,180.059998,183.630005,183.129807,27751400,,MCR
2020-02-07,182.850006,185.630005,182.479996,183.889999,183.389099,33529100,,MCR
2020-02-10,183.580002,188.839996,183.25,188.699997,188.185989,35844300,,MCR
2020-02-11,190.649994,190.699997,183.5,184.440002,183.937607,53159900,,MCR
2020-02-12,185.580002,185.850006,181.850006,184.710007,184.206863,47062900,,MCR
2020-02-13,183.080002,186.229996,182.869995,183.710007,183.209595,35295800,,MCR
2020-02-14,183.25,185.410004,182.649994,185.350006,184.845123,23149500,,MCR
2020-02-18,185.610001,187.699997,185.5,187.229996,186.720001,27792200,,MCR
2020-02-19,188.059998,188.179993,186.470001,187.279999,187.279999,29997500,,MCR
2020-02-20,186.949997,187.25,181.100006,184.419998,184.419998,36862400,,MCR
2020-02-21,183.169998,183.5,177.25,178.589996,178.589996,48572600,,MCR
2020-02-24,167.770004,174.550003,163.229996,170.889999,170.889999,68311100,,MCR
2020-02-25,174.199997,174.839996,167.649994,168.070007,168.070007,68073300,,MCR
2020-02-26,169.710007,173.259995,168.210007,170.169998,170.169998,56206100,,MCR
2020-02-27,163.320007,167.029999,157.979996,158.179993,158.179993,93174900,,MCR
2020-02-28,152.410004,163.710007,152,162.009995,162.009995,97073600,,MCR
2020-03-02,165.309998,172.919998,162.309998,172.789993,172.789993,71030800,,MCR
2020-03-03,173.800003,175,162.259995,164.509995,164.509995,71677000,,MCR
2020-03-04,168.490005,170.699997,165.619995,170.550003,170.550003,49814400,,MCR
2020-03-05,166.050003,170.869995,165.690002,166.270004,166.270004,47817300,,MCR
2020-03-06,162.610001,163.110001,156,161.570007,161.570007,72821100,,MCR
2020-03-09,151,157.75,150,150.619995,150.619995,70419300,,MCR
2020-03-10,158.160004,161.029999,152.580002,160.919998,160.919998,65354400,,MCR
2020-03-11,157.130005,157.699997,151.149994,153.630005,153.630005,56371600,,MCR
2020-03-12,145.300003,153.470001,138.580002,139.059998,139.059998,93226400,,MCR
2020-03-13,147.5,161.910004,140.729996,158.830002,158.830002,92727400,,MCR
2020-03-16,140,149.350006,135,135.419998,135.419998,87905900,,MCR
2020-03-17,140,147.5,135,146.570007,146.570007,81059800,,MCR
2020-03-18,138,146,135.020004,140.399994,140.399994,81593200,,MCR
2020-03-19,142.770004,150.149994,139,142.710007,142.710007,85922700,,MCR
2020-03-20,146,147.100006,135.860001,137.350006,137.350006,84866200,,MCR
2020-03-23,137.009995,140.570007,132.520004,135.979996,135.979996,78975200,,MCR
2020-03-24,143.75,149.600006,141.270004,148.339996,148.339996,82516700,,MCR
2020-03-25,148.910004,154.330002,144.440002,146.919998,146.919998,75638200,,MCR
2020-03-26,148.399994,156.660004,148.369995,156.110001,156.110001,64568100,,MCR
2020-03-27,151.75,154.889999,149.199997,149.699997,149.699997,57042300,,MCR
2020-03-30,152.440002,160.600006,150.009995,160.229996,160.229996,63420300,,MCR
2020-03-31,159.399994,164.779999,156.559998,157.710007,157.710007,77927200,,MCR
2020-04-01,153,157.75,150.820007,152.110001,152.110001,57969900,,MCR
2020-04-02,151.860001,155.479996,150.360001,155.259995,155.259995,49630700,,MCR
2020-04-03,155.100006,157.380005,152.190002,153.830002,153.830002,41243300,,MCR
2020-04-06,160.320007,166.5,157.580002,165.270004,165.270004,67111700,,MCR
2020-04-07,169.589996,170,163.259995,163.490005,163.490005,62769000,,MCR
2020-04-08,165.669998,166.669998,163.5,165.130005,165.130005,48318200,,MCR
2020-04-09,166.360001,167.369995,163.330002,165.139999,165.139999,51431800,,MCR
2020-04-13,164.350006,165.570007,162.300003,165.509995,165.509995,41905300,,MCR
2020-04-14,169,173.75,168,173.699997,173.699997,52776100,,MCR
2020-01-28,216.139999,218.740005,213.520004,217.789993,217.789993,13413800,0,FB
2020-01-29,221.440002,224.199997,218.449997,223.229996,223.229996,33181300,0,FB
2020-01-30,206.529999,211.429993,204.75,209.529999,209.529999,48775500,0,FB
2020-01-31,208.429993,208.690002,201.059998,201.910004,201.910004,31359900,0,FB
2020-02-03,203.440002,205.139999,202.5,204.190002,204.190002,15510500,0,FB
2020-02-04,206.619995,210.600006,205.199997,209.830002,209.830002,19628900,0,FB
2020-02-05,212.509995,212.729996,208.710007,210.110001,210.110001,12538200,0,FB
2020-02-06,210.470001,211.190002,209.339996,210.850006,210.850006,10567500,0,FB
2020-02-07,210.300003,212.820007,209.929993,212.330002,212.330002,12242500,0,FB
2020-02-10,211.520004,213.800003,210.660004,213.059998,213.059998,11856400,0,FB
2020-02-11,210.190002,210.860001,206.509995,207.190002,207.190002,25030800,0,FB
2020-02-12,207.850006,211.220001,207.399994,210.759995,210.759995,13813700,0,FB
2020-02-13,209.520004,214.330002,209.179993,213.139999,213.139999,15396600,0,FB
2020-02-14,214,214.929993,212.649994,214.179993,214.179993,10741700,0,FB
2020-02-18,213.550003,217.979996,213.399994,217.800003,217.800003,15609200,0,FB
2020-02-19,217.990005,218.320007,216.110001,217.490005,217.490005,12135100,0,FB
2020-02-20,216.520004,218.770004,212.949997,214.580002,214.580002,13109200,0,FB
2020-02-21,213.479996,214.240005,208.830002,210.179993,210.179993,14092300,0,FB
2020-02-24,201.800003,203.649994,198.169998,200.720001,200.720001,23080100,0,FB
2020-02-25,202.25,203.5,195.949997,196.770004,196.770004,21433500,0,FB
2020-02-26,197.190002,201.210007,195.490005,197.199997,197.199997,16524500,0,FB
2020-02-27,191.820007,195.880005,189.5,189.75,189.75,21682600,0,FB
2020-02-28,182.699997,192.740005,181.820007,192.470001,192.470001,32583500,0,FB
2020-03-02,194.029999,196.570007,188.850006,196.440002,196.440002,24949000,0,FB
2020-03-03,196.220001,197.240005,183.970001,185.889999,185.889999,27984100,0,FB
2020-03-04,189.169998,191.830002,186.389999,191.759995,191.759995,23062500,0,FB
2020-03-05,186.779999,188.990005,183.889999,185.169998,185.169998,19333400,0,FB
2020-03-06,178.330002,183.779999,176.259995,181.089996,181.089996,24559600,0,FB
2020-03-09,169.600006,175,165.190002,169.5,169.5,29949000,0,FB
2020-03-10,174.669998,178.289993,169.5,178.190002,178.190002,24517800,0,FB
2020-03-11,174.009995,175.880005,167.660004,170.240005,170.240005,20373900,0,FB
2020-03-12,159.539993,166.600006,154.339996,154.470001,154.470001,43266300,0,FB
2020-03-13,163.529999,170.789993,157.600006,170.279999,170.279999,35028600,0,FB
2020-03-16,152.320007,159.130005,143.100006,146.009995,146.009995,39120400,0,FB
2020-03-17,150.740005,153.940002,140,149.419998,149.419998,34255600,0,FB
2020-03-18,139.75,148.179993,137.100006,146.960007,146.960007,37553100,0,FB
2020-03-19,146.619995,159.929993,144.800003,153.130005,153.130005,39862300,0,FB
2020-03-20,156.020004,159.270004,148,149.729996,149.729996,32568400,0,FB
2020-03-23,149.660004,152.309998,142.25,148.100006,148.100006,29830800,0,FB
2020-03-24,155.210007,161.309998,152.570007,160.979996,160.979996,30440400,0,FB
2020-03-25,158.919998,162.990005,153.059998,156.210007,156.210007,35184300,0,FB
2020-03-26,158.25,164,157.020004,163.339996,163.339996,26556800,0,FB
2020-03-27,158.199997,160.089996,154.75,156.789993,156.789993,24879900,0,FB
2020-03-30,159.179993,166.75,158.059998,165.949997,165.949997,22515200,0,FB
2020-03-31,165.479996,170.929993,164.199997,166.800003,166.800003,23676300,0,FB
2020-04-01,161.619995,164.149994,158.039993,159.600006,159.600006,19507600,0,FB
2020-04-02,159.100006,161.350006,155.919998,158.190002,158.190002,20886300,0,FB
2020-04-03,157.149994,157.910004,150.830002,154.179993,154.179993,25983300,0,FB
2020-04-06,160.149994,166.199997,158.509995,165.550003,165.550003,28453600,0,FB
2020-04-07,171.789993,173.389999,166.009995,168.830002,168.830002,31411900,0,FB
2020-04-08,171.25,175,167.740005,174.279999,174.279999,21664200,0,FB
2020-04-09,175.899994,177.080002,171.570007,175.190002,175.190002,23534300,0,FB
2020-04-13,173.669998,175,169.449997,174.789993,174.789993,19355400,0,FB
2020-04-14,178.979996,181.229996,176.619995,178.169998,178.169998,20990800,0,FB
2020-01-28,52.77,54.060001,52.68,53.48,53.48,712880,0,CRUD
2020-01-29,53.970001,54.369999,52.810001,53.330002,53.330002,633963,0,CRUD
2020-01-30,53.09,53.200001,51.66,52.139999,52.139999,624979,0,CRUD
2020-01-31,52.919998,53.360001,50.970001,51.560001,51.560001,720123,0,CRUD
2020-02-03,51.009998,51.970001,49.799999,50.110001,50.110001,827907,0,CRUD
2020-02-04,49.939999,51.549999,49.310001,49.610001,49.610001,876044,0,CRUD
2020-02-05,49.509998,51.880001,49.470001,50.75,50.75,859357,0,CRUD
2020-02-06,51.169998,52.200001,50.240002,50.950001,50.950001,887946,0,CRUD
2020-02-07,51.110001,51.48,50.09,50.32,50.32,750659,0,CRUD
2020-02-10,50.119999,50.490002,49.419998,49.57,49.57,768345,0,CRUD
2020-02-11,49.610001,50.689999,49.580002,49.939999,49.939999,715894,0,CRUD
2020-02-12,49.959999,51.73,49.950001,51.169998,51.169998,725733,0,CRUD
2020-02-13,51.720001,51.959999,50.599998,51.419998,51.419998,795256,0,CRUD
2020-02-14,51.509998,52.34,51.32,52.049999,52.049999,745400,0,CRUD
2020-02-18,52.23,52.41,50.880001,52.049999,52.049999,607343,0,CRUD
2020-02-19,52.119999,53.66,51.93,53.290001,53.290001,221774,0,CRUD
2020-02-20,53.5,54.5,53.220001,53.779999,53.779999,113683,0,CRUD
2020-02-21,53.740002,53.860001,52.549999,53.380001,53.380001,676179,0,CRUD
2020-02-24,52.599998,52.639999,50.450001,51.43,51.43,707555,0,CRUD
2020-02-25,51.369999,52.02,49.689999,49.900002,49.900002,765515,0,CRUD
2020-02-26,50.080002,50.439999,48.299999,48.73,48.73,764989,0,CRUD
2020-02-27,47.939999,48.380001,45.880001,46.799999,46.799999,446151617,0,CRUD
2020-02-28,46.490002,47.029999,43.849998,47.09,47.09,1059301,0,CRUD
2020-03-01,43.720001,44.700001,43.41,44.450001,44.450001,881869,0,CRUD
2020-03-02,43.700001,47.560001,43.32,44.759998,44.759998,918575,0,CRUD
2020-03-03,47.720001,48.66,46.470001,46.75,46.75,985670,0,CRUD
2020-03-04,46.939999,48.41,46.650002,47.18,47.18,724225,0,CRUD
2020-03-05,47.130001,47.57,45.650002,46.779999,46.779999,683404,0,CRUD
2020-03-06,46.09,46.380001,41.049999,45.900002,45.900002,1204734,0,CRUD
2020-03-08,32.869999,33.59,30,32.5,32.5,9423555,0,CRUD
2020-03-09,32.869999,34.880001,27.34,41.279999,41.279999,1693652,0,CRUD
2020-03-10,30.370001,35.02,30.200001,31.129999,31.129999,997569,0,CRUD
2020-03-11,34.619999,36.349998,32.560001,34.360001,34.360001,824665,0,CRUD
2020-03-12,33.07,33.630001,30.02,32.98,32.98,963502,0,CRUD
2020-03-13,31.18,33.869999,31.129999,32.93,32.93,338062052,0,CRUD
2020-03-15,33.75,33.75,29.75,30.389999,30.389999,3617072,0,CRUD
2020-03-16,33.75,33.75,28.1,31.73,31.73,663525,0,CRUD
2020-03-17,28.690001,30.299999,26.629999,28.700001,28.700001,521494,0,CRUD
2020-03-18,27.299999,27.6,20.52,27.33,27.33,912915,0,CRUD
2020-03-19,22.82,28.280001,21.77,20.83,20.83,1079855,0,CRUD
2020-03-20,25.59,28.49,22.389999,25.91,25.91,1092222,0,CRUD
2020-03-22,22.52,23.07,20.799999,21.35,21.35,3444774,0,CRUD
2020-03-23,22.709999,24.6,21.790001,24.49,24.49,409555748,0,CRUD
2020-03-24,24.139999,25.16,23.09,24.49,24.49,300487899,0,CRUD
2020-03-25,24.83,25.07,22.91,24.190001,24.190001,290068877,0,CRUD
2020-03-26,24.17,24.219999,22.379999,23,23,269457259,0,CRUD
2020-03-27,23.08,23.139999,20.879999,21.84,21.84,249623140,0,CRUD
2020-03-29,20.93,20.93,19.92,20.35,20.35,3163583,0,CRUD
2020-03-30,20.49,20.860001,19.27,20.459999,20.459999,329616292,0,CRUD
2020-03-31,21.290001,21.889999,20.01,20.24,20.24,290761366,0,CRUD
2020-04-01,20.549999,21.549999,19.9,21.200001,21.200001,287280828,0,CRUD
2020-04-02,21.25,27.360001,21.219999,24.76,24.76,434785466,0,CRUD
2020-04-03,24.110001,29.129999,23.68,29,29,459932157,0,CRUD
2020-04-06,27.35,28.24,25.91,26.799999,26.799999,383395010,0,CRUD
2020-04-07,26.34,27.24,23.540001,26.08,26.08,686575,0,CRUD
2020-04-08,24.92,26.610001,23.74,26.33,26.33,280767852,0,CRUD
2020-04-09,25.950001,28.360001,22.57,23.190001,23.190001,390788186,0,CRUD
2020-04-12,24.6,24.74,22.030001,23.129999,23.129999,4624660,0,CRUD
2020-04-13,23.870001,24,22.299999,22.93,22.93,350836440,0,CRUD
2020-04-14,22.709999,22.799999,19.950001,20.860001,20.860001,280013006,0,CRUD
2020-01-28,1508.599976,1510,1463.599976,1471.75,1471.75,11215313,0,REL
2020-01-29,1474.050049,1494.400024,1464.050049,1479.849976,1479.849976,11313297,0,REL
2020-01-30,1479,1479.699951,1440,1443.75,1443.75,10241756,0,REL
2020-01-31,1453,1453.25,1407.199951,1411.650024,1411.650024,15886673,0,REL
2020-02-03,1369.900024,1399.949951,1363.050049,1385.5,1385.5,14040626,0,REL
2020-02-04,1400,1432.5,1397.800049,1426.400024,1426.400024,11604666,0,REL
2020-02-05,1434.900024,1452.800049,1430.300049,1448.5,1448.5,8444823,0,REL
2020-02-06,1454.099976,1467,1440.099976,1457.800049,1457.800049,7103715,0,REL
2020-02-07,1451,1452.349976,1428.300049,1433.650024,1433.650024,5581641,0,REL
2020-02-10,1428,1445.5,1410.449951,1435.599976,1435.599976,6922631,0,REL
2020-02-11,1447.400024,1466.199951,1445.050049,1452.75,1452.75,6400245,0,REL
2020-02-12,1456.150024,1474.849976,1455,1470.300049,1470.300049,6187091,0,REL
2020-02-13,1477.75,1477.75,1462.599976,1474.150024,1474.150024,6201763,0,REL
2020-02-14,1477.25,1501.449951,1453.099976,1487.599976,1487.599976,9704655,0,REL
2020-02-17,1489,1506.150024,1474.300049,1478.25,1478.25,6011340,0,REL
2020-02-18,1475.900024,1475.900024,1457.400024,1467.400024,1467.400024,5086964,0,REL
2020-02-19,1479.349976,1506.449951,1475.099976,1503.800049,1503.800049,6438918,0,REL
2020-02-20,1497,1508,1483.800049,1485.949951,1485.949951,7722577,0,REL
2020-02-24,1469.75,1477,1439.550049,1444.949951,1444.949951,9769743,0,REL
2020-02-25,1451.400024,1451.400024,1410,1416.400024,1416.400024,12684109,0,REL
2020-02-26,1410,1412.349976,1387.349976,1392,1392,13423661,0,REL
2020-02-27,1388,1393.800049,1369,1386.25,1386.25,11454300,0,REL
2020-02-28,1354.900024,1357,1325,1328.650024,1328.650024,17973847,0,REL
2020-03-02,1355.099976,1369,1301.099976,1316.150024,1316.150024,13486634,0,REL
2020-03-03,1329.699951,1353.900024,1322,1342.849976,1342.849976,12525809,0,REL
2020-03-04,1352,1353.800049,1307.900024,1339.699951,1339.699951,10105782,0,REL
2020-03-05,1352.199951,1357.949951,1306,1311.150024,1311.150024,13948324,0,REL
2020-03-06,1270,1288.150024,1241.099976,1271,1271,15422068,0,REL
2020-03-09,1240.050049,1241,1095,1114.150024,1114.150024,40316138,0,REL
2020-03-11,1108,1178.449951,1108,1153.550049,1153.550049,27237321,0,REL
2020-03-12,1085,1101,1048.699951,1063,1063,25587823,0,REL
2020-03-13,998,1140,942.400024,1105.300049,1105.300049,33509107,0,REL
2020-03-16,1060.550049,1079.699951,1005,1015.700012,1015.700012,17592794,0,REL
2020-03-17,1047.25,1060,1003.200012,1008,1008,20776373,0,REL
2020-03-18,1025.300049,1035.900024,961,968.5,968.5,20449241,0,REL
2020-03-19,920.099976,967,892.200012,917.700012,917.700012,28071848,0,REL
2020-03-20,939.5,1034.900024,930,1017.950012,1017.950012,28966278,0,REL
2020-03-23,916.200012,950,875.650024,884.049988,884.049988,18593390,0,REL
2020-03-24,930,970,895.799988,943.400024,943.400024,20908452,0,REL
2020-03-25,963.799988,1151.550049,963.25,1082.25,1082.25,33432712,0,REL
2020-03-26,1095.800049,1116.900024,1042.349976,1066.199951,1066.199951,20912841,0,REL
2020-03-27,1095,1107.300049,1046.199951,1065.599976,1065.599976,19044609,0,REL
2020-03-30,1040.599976,1074.800049,1020,1030.449951,1030.449951,13820078,0,REL
2020-03-31,1073.949951,1129.800049,1048,1113.75,1113.75,20249183,0,REL
2020-04-01,1122.25,1124.599976,1045.199951,1080.449951,1080.449951,19016959,0,REL
2020-04-03,1134.449951,1134.449951,1056.300049,1077.449951,1077.449951,18911970,0,REL
2020-04-07,1102.099976,1214,1100,1206.099976,1206.099976,24857792,0,REL
2020-04-08,1180,1229,1160,1192.150024,1192.150024,22803609,0,REL
2020-04-09,1214,1232.800049,1193,1219.949951,1219.949951,15101511,0,REL
2020-04-13,1203.949951,1215,1180,1189.150024,1189.150024,10822858,0,REL
